,CBR,Drop Rate %,RTT (Sec),TCP,TCP Start (Sec),Throughput (Mbps),Time (Sec)
231,0.5,0.0,0.06576465219512109,Agent/TCP/Reno,0.500319,2.6250514779228307,19.998969
232,0.5,0.0,0.06577894919786037,Agent/TCP/Reno,4.528022,2.6189519737419147,19.999371
233,0.5,0.0,0.06576557698541291,Agent/TCP/Reno,0.413705,2.6301031381452824,19.995112
234,0.5,0.0,0.06577677617750041,Agent/TCP/Reno,3.656808,2.621810994097543,19.999832
235,0.5,0.0,0.0657710762340037,Agent/TCP/Reno,2.616742,2.623966211139989,19.999039
236,0.5,0.0,0.06576764816753902,Agent/TCP/Reno,1.805747,2.6249474195612037,19.9993
237,0.5,0.0,0.06577074743832946,Agent/TCP/Reno,3.266994,2.6206212478532906,19.998416
238,0.5,0.0,0.06576813199268673,Agent/TCP/Reno,2.62334,2.6224714039353043,19.999682
239,0.5,0.0,0.065772878528826,Agent/TCP/Reno,3.993919,2.6214505319457664,19.999592
240,1.0,0.0,0.06578532323612384,Agent/TCP/Reno,3.093443,2.6231463119191947,19.999065
241,1.0,0.0,0.06578462893567699,Agent/TCP/Reno,3.529971,2.6220343787275584,19.998527
242,1.0,0.0,0.06578027708903508,Agent/TCP/Reno,0.282261,2.6290499358459902,19.998098
243,1.0,0.0,0.06578544782608715,Agent/TCP/Reno,4.610829,2.62162459497674,19.99976
244,1.0,0.0,0.06578855454168359,Agent/TCP/Reno,4.651728,2.618308545595967,19.999774
245,1.0,0.0,0.0657775675136112,Agent/TCP/Reno,2.489386,2.624310080111918,19.99939
246,1.0,0.0,0.06578068673677001,Agent/TCP/Reno,1.277902,2.6264420213887365,19.999625
247,1.0,0.0,0.06578262008113553,Agent/TCP/Reno,4.297477,2.6223606429878505,19.99936
248,1.0,0.0,0.06578928051261211,Agent/TCP/Reno,4.344676,2.6201780163326744,19.999307
249,1.0,0.0,0.06578372526539265,Agent/TCP/Reno,4.986444,2.6212800763592408,19.999689
250,1.5,0.0,0.06578680650994612,Agent/TCP/Reno,2.430592,2.6225772888402177,19.999752
251,1.5,0.0,0.06578741793570206,Agent/TCP/Reno,1.234442,2.625827463222776,19.998569
252,1.5,0.0,0.06578457556270095,Agent/TCP/Reno,1.26002,2.623919814379287,19.999739
253,1.5,0.0,0.06578238679549173,Agent/TCP/Reno,0.313602,2.6254139976598294,19.993363
254,1.5,0.0,0.06579092593957256,Agent/TCP/Reno,2.763991,2.6211988980478425,19.999585
255,1.5,0.0,0.06579324909090882,Agent/TCP/Reno,4.228336,2.622454440166144,19.996282
256,1.5,0.0,0.06579343728489435,Agent/TCP/Reno,3.351626,2.6242240782570567,19.996668
257,1.5,0.0,0.06578953761814747,Agent/TCP/Reno,3.185745,2.620105744583415,19.999845
258,1.5,0.0,0.06579620866141744,Agent/TCP/Reno,3.030703,2.623271882271855,19.998948
259,1.5,0.0,0.06578139159935437,Agent/TCP/Reno,0.355995,2.628156557043395,19.999391
260,2.0,0.0,0.0658089144162037,Agent/TCP/Reno,3.965939,2.6205092328651114,19.999586
261,2.0,0.0,0.0657972834577333,Agent/TCP/Reno,1.704613,2.6241827225036443,19.998583
262,2.0,0.0,0.06578965707472187,Agent/TCP/Reno,0.065125,2.625472072672828,19.997967
263,2.0,0.0,0.06580060175922782,Agent/TCP/Reno,1.583113,2.624832125006238,19.999346
264,2.0,0.0,0.06580938955979775,Agent/TCP/Reno,3.654974,2.6216751221298797,19.998845
265,2.0,0.0,0.06579901644100633,Agent/TCP/Reno,3.567428,2.6186270427432845,19.993868
266,2.0,0.0,0.06579178852931751,Agent/TCP/Reno,0.202114,2.6265927851071895,19.999747
267,2.0,0.0,0.06580405595959636,Agent/TCP/Reno,4.261051,2.616806586747856,19.99944
268,2.0,0.0,0.0658072730311262,Agent/TCP/Reno,4.766196,2.6161047667605173,19.999959
269,2.0,0.0,0.06579790349514625,Agent/TCP/Reno,3.626317,2.618076010088748,19.999012
270,2.5,0.0,0.06580607193460494,Agent/TCP/Reno,2.512695,2.621587066091746,19.999629
271,2.5,0.0,0.06580481710296697,Agent/TCP/Reno,1.812143,2.621789342057027,19.995877
272,2.5,0.0,0.06580767679558026,Agent/TCP/Reno,2.723307,2.6246782846913055,19.999451
273,2.5,0.0,0.06581614057188563,Agent/TCP/Reno,4.083164,2.6189152901454045,19.999494
274,2.5,0.0,0.06580204360280022,Agent/TCP/Reno,0.070798,2.6259990419915016,19.99964
275,2.5,0.0,0.06580074372019086,Agent/TCP/Reno,0.06089,2.6249804693133103,19.997465
276,2.5,0.0,0.0658041871612465,Agent/TCP/Reno,1.26122,2.6241022720383627,19.999636
277,2.5,0.0,0.06581498824644558,Agent/TCP/Reno,3.2141,2.622161046111494,19.999156
278,2.5,0.0,0.06581656438572302,Agent/TCP/Reno,3.846515,2.6217832805622705,19.999307
279,2.5,0.0,0.06581672271762236,Agent/TCP/Reno,4.978684,2.619420136000057,19.999413
280,3.0,0.0,0.06582655631599515,Agent/TCP/Reno,3.715474,2.6212025976251176,19.998809
281,3.0,0.0,0.06581526248690182,Agent/TCP/Reno,1.818518,2.622247492197296,19.999075
282,3.0,0.0,0.06582385371300947,Agent/TCP/Reno,2.903167,2.62317405609711,19.998914
283,3.0,0.0,0.06581112045129464,Agent/TCP/Reno,0.02286,2.628196460532914,19.998353
284,3.0,0.0,0.06581631896266903,Agent/TCP/Reno,0.772031,2.626674570884303,19.998897
285,3.0,0.0,0.06581358475559208,Agent/TCP/Reno,0.833767,2.6263107012871796,19.999938
286,3.0,0.0,0.06582346390026032,Agent/TCP/Reno,2.902347,2.622882091983401,19.999997
287,3.0,0.0,0.06581759061988698,Agent/TCP/Reno,2.515371,2.6219991025032563,19.999557
288,3.0,0.0,0.06582222454788977,Agent/TCP/Reno,1.024747,2.6266795197283783,19.998177
289,3.0,0.033405712376816436,0.06688953102985548,Agent/TCP/Reno,0.206766,2.5138066583799263,19.999028
290,3.5,0.0,0.06583239593345715,Agent/TCP/Reno,2.797796,2.620113392739939,19.99925
291,3.5,0.0,0.06582317516129044,Agent/TCP/Reno,0.321557,2.6256753676045728,19.999359
292,3.5,0.0,0.06582219650959886,Agent/TCP/Reno,1.798516,2.6224461563041235,19.999904
293,3.5,0.0,0.06583129514085845,Agent/TCP/Reno,3.188824,2.6180934611549707,19.999958
294,3.5,0.0,0.06583075952863188,Agent/TCP/Reno,2.717473,2.623409800845143,19.998799
295,3.5,0.0,0.06582955460263015,Agent/TCP/Reno,3.318217,2.618516058016011,19.999543
296,3.5,0.0,0.06582745498306307,Agent/TCP/Reno,2.186869,2.620311077844463,19.999838
297,3.5,0.0,0.0658251211573237,Agent/TCP/Reno,2.412887,2.622748136995581,19.999936
298,3.5,0.0,0.06582576360057286,Agent/TCP/Reno,2.250091,2.6204581364172874,19.99856
299,3.5,0.04462293618920125,0.06676422593672923,Agent/TCP/Reno,4.953898,2.473997077115746,19.999995
300,4.0,0.0,0.06583542686308533,Agent/TCP/Reno,1.675659,2.621680434945734,19.999784
301,4.0,0.01783166904422254,0.06608738155774396,Agent/TCP/Reno,1.96886,2.5837564670868614,19.998423
302,4.0,0.0,0.06584733948046795,Agent/TCP/Reno,3.947391,2.617415899584092,19.999987
303,4.0,0.018214936247723135,0.06611111249314075,Agent/TCP/Reno,2.334167,2.5829102518053317,19.999202
304,4.0,0.0,0.06583810608254875,Agent/TCP/Reno,2.442313,2.6205723086986006,19.999516
305,4.0,0.0,0.06582968981636098,Agent/TCP/Reno,0.968867,2.6248635642227085,19.999799
306,4.0,0.0,0.06584666456816861,Agent/TCP/Reno,3.820939,2.617646655233257,19.999257
307,4.0,0.0,0.06583974972875245,Agent/TCP/Reno,2.410182,2.6220511286006443,19.998733
308,4.0,0.0,0.06583484722457981,Agent/TCP/Reno,1.275032,2.6252649104649226,19.998811
309,4.0,0.0,0.06585271029739058,Agent/TCP/Reno,4.258625,2.6163625575405978,19.999685
310,4.5,0.0,0.06584568711656454,Agent/TCP/Reno,0.327621,2.6264572530300003,19.999565
311,4.5,0.08205128205128205,0.06693219599339185,Agent/TCP/Reno,3.668436,2.4723778278042454,19.999791
312,4.5,0.0,0.06584212483850133,Agent/TCP/Reno,0.333639,2.6259697466059726,19.99973
313,4.5,0.0,0.06584151370558383,Agent/TCP/Reno,1.233533,2.6225442117947746,19.998944
314,4.5,0.0,0.06585002578068269,Agent/TCP/Reno,2.493433,2.6193193470530267,19.998683
315,4.5,0.0,0.06585996510916173,Agent/TCP/Reno,4.386181,2.6164581584022333,19.999471
316,4.5,0.0,0.06584309134775383,Agent/TCP/Reno,0.901821,2.62456498568481,19.998319
317,4.5,0.0,0.06585530799220297,Agent/TCP/Reno,3.657074,2.619288644351547,19.999954
318,4.5,0.0,0.06584618313373276,Agent/TCP/Reno,0.895832,2.624970168390308,19.998891
319,4.5,0.0,0.06584190475407144,Agent/TCP/Reno,0.693884,2.62472123184083,19.998456
320,5.0,0.0,0.06586640842421979,Agent/TCP/Reno,3.073621,2.6200050561592296,19.999512
321,5.0,0.017627357659086903,0.06611685008849552,Agent/TCP/Reno,1.760642,2.5842634530711717,19.999154
322,5.0,0.0,0.06586463012939037,Agent/TCP/Reno,2.796141,2.6191087287366206,19.99784
323,5.0,0.01680672268907563,0.06610563792812589,Agent/TCP/Reno,0.890151,2.587114320520205,19.99938
324,5.0,0.0,0.06587387804878064,Agent/TCP/Reno,3.939883,2.6162165460613056,19.999838
325,5.0,0.0,0.0658529191434965,Agent/TCP/Reno,0.129686,2.6253781169706913,19.99986
326,5.0,0.0,0.06586705827989486,Agent/TCP/Reno,3.127184,2.618554288649374,19.998906
327,5.0,0.0,0.06585905043327606,Agent/TCP/Reno,1.661701,2.621665301025117,19.998626
328,5.0,0.0,0.06586544549005681,Agent/TCP/Reno,2.08328,2.6220479240179997,19.998681
329,5.0,0.0,0.06586892959381067,Agent/TCP/Reno,3.550521,2.6170126491781707,19.999811
330,5.5,0.0,0.06586795419847337,Agent/TCP/Reno,0.441735,2.6248053563399147,19.999269
331,5.5,0.037257824143070044,0.06707457233763803,Agent/TCP/Reno,2.148907,2.4945266744964405,19.999572
332,5.5,0.6058673469387755,0.07402311393229165,Agent/TCP/Reno,4.399065,1.655454707106386,19.999371
333,5.5,0.03578457684737878,0.06702788856937456,Agent/TCP/Reno,1.445039,2.500967757479275,19.998241
334,5.5,0.0,0.06588008977375581,Agent/TCP/Reno,2.42486,2.6192299650921544,19.997414
335,5.5,0.0,0.06587945037746284,Agent/TCP/Reno,2.711493,2.619793772160838,19.997617
336,5.5,0.08656135035706557,0.06655400196163909,Agent/TCP/Reno,4.402346,2.4550322250165793,19.998459
337,5.5,0.0,0.06587362158915394,Agent/TCP/Reno,1.483572,2.621062907339572,19.999297
338,5.5,0.10133765707336846,0.0669239163606689,Agent/TCP/Reno,3.528907,2.482746260348996,19.999829
339,5.5,0.0,0.06589506186423064,Agent/TCP/Reno,4.63783,2.6161964011831174,19.998267
340,6.0,0.0,0.06589451345532815,Agent/TCP/Reno,2.263041,2.620076472876476,19.998218
341,6.0,0.0,0.0659138620976116,Agent/TCP/Reno,4.640534,2.61438637061214,19.998876
342,6.0,0.0,0.06591080722639917,Agent/TCP/Reno,4.731051,2.61337362468592,19.999836
343,6.0,0.0,0.0658797921952786,Agent/TCP/Reno,0.224176,2.623222857020339,19.999667
344,6.0,0.0,0.06591678778270929,Agent/TCP/Reno,4.901715,2.6134425721084082,19.998186
345,6.0,0.0,0.06588893076790915,Agent/TCP/Reno,1.491908,2.620948494651486,19.998918
346,6.0,0.0,0.06588582294807356,Agent/TCP/Reno,1.028324,2.622127909804737,19.999786
347,6.0,0.033461602810774635,0.06695605628360206,Agent/TCP/Reno,0.227691,2.510475718544732,19.996502
348,6.0,0.01981375074301565,0.06607078861464943,Agent/TCP/Reno,3.744403,2.5778333295803875,19.998301
349,6.0,0.016059097478721696,0.06611353191489353,Agent/TCP/Reno,0.022147,2.5880501611424247,19.998885
350,6.5,0.0,0.06590538047642854,Agent/TCP/Reno,0.916745,2.62161976062307,19.999787
351,6.5,0.04045307443365696,0.0667829471437286,Agent/TCP/Reno,3.484966,2.484328012460201,19.998985
352,6.5,0.0,0.06593649029430179,Agent/TCP/Reno,4.714689,2.6129214525570386,19.998853
353,6.5,0.05561735261401557,0.0669382835848701,Agent/TCP/Reno,2.084349,2.498659177411482,19.998725
354,6.5,0.0,0.06590534201301944,Agent/TCP/Reno,0.955237,2.6212979195734034,19.99936
355,6.5,0.018135654697134566,0.06608651884902558,Agent/TCP/Reno,2.275114,2.5822014403774984,19.999773
356,6.5,0.01924557351809084,0.06620765319930393,Agent/TCP/Reno,3.24343,2.574147315790507,19.998959
357,6.5,0.058173356602675974,0.06668482803665415,Agent/TCP/Reno,2.724188,2.4770005229535146,19.999146
358,6.5,0.0545950864422202,0.06713454069873795,Agent/TCP/Reno,1.722568,2.495061825798744,19.999566
359,6.5,0.0,0.0659191306297888,Agent/TCP/Reno,2.960033,2.6172714070878604,19.998969
360,7.0,1.910828025477707,0.08556514907786857,Agent/TCP/Reno,1.649617,0.9118789521748063,19.907128
361,7.0,0.06944444444444445,0.06689449607124162,Agent/TCP/Reno,0.883936,2.500768169705207,19.997551
362,7.0,0.0,0.06600637051119561,Agent/TCP/Reno,4.875298,2.6099200289462128,19.99852
363,7.0,2.023529411764706,0.08791319346857973,Agent/TCP/Reno,0.761893,0.9000592510866423,19.998671
364,7.0,0.06284038542103058,0.06694877080261215,Agent/TCP/Reno,4.075766,2.486550901597011,19.99951
365,7.0,0.05842259006815968,0.0667676812218526,Agent/TCP/Reno,2.874247,2.487572130810283,19.998864
366,7.0,0.0,0.06598983532878988,Agent/TCP/Reno,2.695576,2.6151920833642754,19.999391
367,7.0,0.0,0.06600490488586308,Agent/TCP/Reno,4.059528,2.611836928067837,19.99988
368,7.0,0.03687315634218289,0.06672206834599013,Agent/TCP/Reno,1.972488,2.497453858377442,19.998783
369,7.0,0.1021659174499387,0.06688287299300141,Agent/TCP/Reno,3.630998,2.4790629344260107,19.99886
370,7.5,0.25994281258123214,0.07241476813880145,Agent/TCP/Reno,4.843921,2.099919782340066,19.998938
371,7.5,0.05614823133071309,0.07016859762979694,Agent/TCP/Reno,1.381762,2.381136494675954,19.99862
372,7.5,0.0,0.0699568824055447,Agent/TCP/Reno,4.851522,2.4619829393548565,19.998077
373,7.5,0.1819505094614265,0.07036936468646876,Agent/TCP/Reno,0.194687,2.299870049060595,19.997545
374,7.5,1.9845644983461963,0.08517583526011577,Agent/TCP/Reno,3.513431,0.8968825527754783,19.998265
375,7.5,1.8251681075888568,0.08850494686716777,Agent/TCP/Reno,2.413316,0.9657098021981172,19.997729
376,7.5,0.23509296858303055,0.07179448781539777,Agent/TCP/Reno,1.662211,2.1138763983915796,19.999707
377,7.5,0.21514629948364886,0.07174134614549423,Agent/TCP/Reno,2.392286,2.186093511650802,19.998413
378,7.5,0.12148208139299453,0.07096219873624103,Agent/TCP/Reno,1.734269,2.241836316376822,19.99744
379,7.5,0.6428801028608165,0.07435444273560224,Agent/TCP/Reno,4.824849,1.692641562777407,19.998859
380,8.0,1.3385146804835923,0.08500195902004468,Agent/TCP/Reno,4.430679,1.2198804711737692,19.994958
381,8.0,0.6493506493506493,0.07997225815558337,Agent/TCP/Reno,2.989229,1.570887637460285,19.990776
382,8.0,4.162537165510407,0.10772075190424377,Agent/TCP/Reno,3.814486,0.4949214371207277,19.987073
383,8.0,3.261675315048184,0.10663757188498395,Agent/TCP/Reno,1.852517,0.597042926348947,19.996874
384,8.0,0.9213323883770376,0.08446557277676942,Agent/TCP/Reno,3.19106,1.382565127232084,19.999006
385,8.0,0.6295247088448221,0.08007884021773934,Agent/TCP/Reno,3.337288,1.5735462458609588,19.998152
386,8.0,1.2971220105391164,0.08582451699538407,Agent/TCP/Reno,2.767076,1.1714995002538342,19.996823
387,8.0,0.7702182284980745,0.08439919396127356,Agent/TCP/Reno,1.948554,1.42487670154527,19.997442
388,8.0,0.7046764894298526,0.08344832147519579,Agent/TCP/Reno,2.128552,1.4404688574375428,19.9994
389,8.0,0.6806930693069307,0.0838555703937007,Agent/TCP/Reno,2.008683,1.4826713167824888,19.999346
390,8.5,1.588021778584392,0.0835342183364841,Agent/TCP/Reno,3.371872,1.0834331821861989,19.997835
391,8.5,1.2597258243793996,0.08609266577642118,Agent/TCP/Reno,1.239524,1.1815962104137707,19.997878
392,8.5,1.0664770707429791,0.08756879051094862,Agent/TCP/Reno,0.654658,1.1946520217228644,19.98802
393,8.5,1.4511310285958174,0.08560438997338055,Agent/TCP/Reno,1.817485,1.0534836151686118,19.998081
394,8.5,1.024279210925645,0.08455230377285108,Agent/TCP/Reno,1.636982,1.1790072173412247,19.999007
395,8.5,5.806451612903226,0.11611885272459489,Agent/TCP/Reno,4.317551,0.3869460321413491,19.993122
396,8.5,1.1352253756260433,0.08299064354395623,Agent/TCP/Reno,0.514795,1.2618196539443463,19.999291
397,8.5,1.2663237039968342,0.09007760924713573,Agent/TCP/Reno,0.219185,1.0488190607846595,19.987857
398,8.5,1.2953367875647668,0.08965937505567938,Agent/TCP/Reno,3.05154,1.1183925999031608,19.990994
399,8.5,2.6785714285714284,0.09746507148530575,Agent/TCP/Reno,4.821237,0.7140355264470956,19.992695
400,9.0,2.2298456260720414,0.10384587764990913,Agent/TCP/Reno,1.093731,0.7521772047226268,19.997787
401,9.0,2.092904543134252,0.10040556421278868,Agent/TCP/Reno,0.576198,0.819536679158955,19.997513
402,9.0,1.921182266009852,0.09663955779153773,Agent/TCP/Reno,1.635,0.9021024604874684,19.988924
403,9.0,2.2765130483064966,0.09589946434885122,Agent/TCP/Reno,2.507117,0.8334401079558615,19.997228
404,9.0,2.318668252080856,0.10769942042606516,Agent/TCP/Reno,2.034422,0.7599898315045571,19.999715
405,9.0,2.11307824100514,0.09935576158940372,Agent/TCP/Reno,2.952838,0.8332801870717118,19.996997
406,9.0,2.3124647490129724,0.10249330838323348,Agent/TCP/Reno,2.286826,0.8116738294343884,19.999951
407,9.0,2.4096385542168677,0.10143764024390246,Agent/TCP/Reno,3.391393,0.7685430150933871,19.998401
408,9.0,2.097560975609756,0.09744822524371449,Agent/TCP/Reno,0.34887,0.8495465095338719,19.994928
409,9.0,2.4081115335868186,0.10266707521826728,Agent/TCP/Reno,3.44427,0.7715559894496083,19.99721
410,9.5,4.855195911413969,0.11909373128598838,Agent/TCP/Reno,0.107189,0.46697513225054554,19.991417
411,9.5,6.385542168674699,0.12264879943502834,Agent/TCP/Reno,2.809587,0.3756611964972949,19.996989
412,9.5,4.440154440154441,0.11695526666666672,Agent/TCP/Reno,3.648135,0.5041085323223881,19.971604
413,9.5,4.276069017254313,0.10942366021867125,Agent/TCP/Reno,0.136148,0.5336968816487379,19.98202
414,9.5,6.7164179104477615,0.1258567323529412,Agent/TCP/Reno,3.775558,0.38254203909732787,19.979581
415,9.5,4.330392943063352,0.12122042665474053,Agent/TCP/Reno,0.149,0.5006887287029864,19.957235
416,9.5,4.473438956197577,0.11511016320166326,Agent/TCP/Reno,2.704119,0.49275291743560506,19.994732
417,9.5,6.116504854368932,0.12291313019079683,Agent/TCP/Reno,0.130944,0.4029376811742307,19.995455
418,9.5,4.849137931034483,0.12023353090909078,Agent/TCP/Reno,3.881208,0.4547673882031618,19.999866
419,9.5,5.372290292177191,0.1226301092077088,Agent/TCP/Reno,1.491803,0.45245149186061917,19.936388
420,10.0,11.292962356792144,0.1668317121212121,Agent/TCP/Reno,1.299651,0.2399047869852723,19.993734
421,10.0,14.227642276422763,0.17365944827586224,Agent/TCP/Reno,2.840257,0.20497275906274395,19.930528
422,10.0,14.526315789473685,0.18708328875379931,Agent/TCP/Reno,4.053023,0.2116660270474149,19.973953
423,10.0,13.137557959814528,0.15295637636761492,Agent/TCP/Reno,0.137391,0.23428615006785494,19.990037
424,10.0,10.75268817204301,0.16781796317280456,Agent/TCP/Reno,4.905859,0.2270381192928693,19.968704
425,10.0,13.214990138067062,0.1838657418478262,Agent/TCP/Reno,2.513043,0.20894666751859187,19.995016
426,10.0,12.5,0.16470911475409833,Agent/TCP/Reno,1.433158,0.22387093991286716,19.979558
427,10.0,15.44502617801047,0.19031632684824912,Agent/TCP/Reno,4.768866,0.1760477871026546,19.98837
428,10.0,14.92842535787321,0.1816315902140672,Agent/TCP/Reno,2.732,0.19959110707128905,19.991286
429,10.0,11.538461538461538,0.16334431870669727,Agent/TCP/Reno,1.401659,0.22470275688230734,19.990483
430,10.5,75.0,0,Agent/TCP/Reno,3.139724,3.524972890755361e-05,12.217808
431,10.5,31.351351351351354,0.279743888888889,Agent/TCP/Reno,3.333073,0.07497818343929098,17.319008
432,10.5,25.221238938053098,0.3256191949152542,Agent/TCP/Reno,3.207687,0.08446796173977368,19.759288
433,10.5,27.167630057803464,0.31945582926829263,Agent/TCP/Reno,1.36843,0.069728177269574,16.28808
434,10.5,27.27272727272727,0.665273984615385,Agent/TCP/Reno,3.742935,0.048157006613648405,19.989792
435,10.5,37.096774193548384,0.25852609523809555,Agent/TCP/Reno,1.409306,0.017272704945545243,19.731856
436,10.5,28.14814814814815,0.6554886190476191,Agent/TCP/Reno,2.110313,0.04478064550731102,19.953736
437,10.5,29.605263157894733,0.7313605606060603,Agent/TCP/Reno,1.637963,0.0488754908725475,19.688728
438,10.5,32.30769230769231,0.6484560204081632,Agent/TCP/Reno,4.438823,0.04954049372339538,19.05636
439,10.5,23.423423423423422,0.2663826440677966,Agent/TCP/Reno,4.732637,0.04476117047155633,19.981568
440,0.0,0.0,0.06575094162348671,Agent/TCP/Newreno,1.622801,2.625902756918415,19.999841
441,0.0,0.0,0.06574913452187799,Agent/TCP/Newreno,0.453247,2.6268767674650517,19.995359
442,0.0,0.0,0.06574913452187799,Agent/TCP/Newreno,0.440196,2.6253745469239913,19.999828
443,0.0,0.0,0.06575145729349531,Agent/TCP/Newreno,1.937249,2.6246588496245464,19.999665
444,0.0,0.0,0.06575254499089046,Agent/TCP/Newreno,2.540335,2.6276658672695006,19.986815
445,0.0,0.0,0.0657533560630407,Agent/TCP/Newreno,0.279636,2.6285077249868967,19.99954
446,0.0,0.0,0.06575851996386424,Agent/TCP/Newreno,2.410664,2.6252535635341525,19.999944
447,0.0,0.0,0.06574886934189197,Agent/TCP/Newreno,0.257812,2.6271776099286526,19.9877
448,0.0,0.0,0.06575024890387651,Agent/TCP/Newreno,1.16687,2.629920550392743,19.990374
449,0.0,0.0,0.065750541737647,Agent/TCP/Newreno,1.370968,2.6266700450498814,19.999208
